system_id,replica,candidate_id,state_id,molecule_id,component,signed_spin_electrons,positive_spin_electrons,negative_spin_magnitude_electrons,positive_spin_fraction
pure_thf,1,separated,li0_diabatic,48,thf,0.0995409044670091,0.10380018814739377,0.004259283680384657,0.10142842490430277
pure_thf,1,separated,li0_diabatic,28,thf,0.06631792078195729,0.06943356118046451,0.003115640398507244,0.06784705183800654
pure_thf,1,separated,li0_diabatic,21,thf,0.04870755557694556,0.05120683145200915,0.0024992758750635815,0.05003679040679857
pure_thf,1,separated,li0_diabatic,54,thf,0.03808744124048552,0.03970996663301587,0.0016225253925303458,0.03880262107877834
pure_thf,1,separated,li0_diabatic,30,thf,0.03631080005064175,0.037989105533333574,0.0016783054826918205,0.037121080477213984
pure_thf,1,separated,li0_diabatic,29,thf,0.02910484595598911,0.030301728370529624,0.0011968824145405091,0.029609354620211387
pure_thf,1,separated,li0_diabatic,36,thf,0.0185017239582953,0.019275089923148244,0.0007733659648529532,0.018834667313103636
pure_thf,1,separated,li0_diabatic,42,thf,0.017389216154009148,0.018318455384325687,0.0009292392303165575,0.01789989121863215
pure_thf,1,separated,li0_diabatic,39,thf,0.014894474433040237,0.015613928130971604,0.0007194536979313726,0.015257160561641985
pure_thf,1,separated,li0_diabatic,14,thf,0.007248473335724727,0.007584678075754154,0.0003362047400294268,0.00741137337378957
pure_thf,1,separated,li0_diabatic,23,thf,0.005457447820245731,0.0056884806956526675,0.0002310328754069352,0.005558502805787731
pure_thf,1,separated,li0_diabatic,55,thf,0.004381482232532377,0.004584570582722056,0.00020308835018968067,0.004479816283259551
pure_thf,1,separated,li0_diabatic,52,thf,0.002511623322080572,0.0026443791937815803,0.0001327558717010081,0.0025839569394047394
pure_thf,1,separated,li0_diabatic,24,thf,0.0021303223225337536,0.0022277578756555796,9.743555312182558e-05,0.002176855133201167
pure_thf,1,separated,li0_diabatic,62,thf,0.0012227564409753532,0.0015523821157231513,0.00032962567474780033,0.001516911247056942
pure_thf,1,separated,li0_diabatic,60,thf,0.001320115041837828,0.00142241821122361,0.00010230316938578171,0.0013899169288088525
pure_thf,1,separated,li0_diabatic,26,thf,0.001123258082488196,0.0013385884317278188,0.00021533034923962313,0.0013080026023891407
pure_thf,1,separated,li0_diabatic,43,thf,0.0011581491779684536,0.0012738527669734043,0.00011570358900495038,0.0012447461032597785
pure_thf,1,separated,li0_diabatic,15,thf,0.0010248758513431904,0.0011789927859389582,0.000154116934595767,0.0011520536078558818
pure_thf,1,separated,li0_diabatic,34,thf,0.0009927334577348502,0.0010800102932311659,8.727683549631647e-05,0.0010553327973483232
pure_thf,1,separated,li0_diabatic,33,thf,0.0008397125035350604,0.0009082308098213339,6.851830628627417e-05,0.0008874783575433262
pure_thf,1,separated,li0_diabatic,7,thf,0.0006101478160447341,0.0006585749015929263,4.842708554819196e-05,0.000643526915916808
pure_thf,1,separated,li0_diabatic,44,thf,0.0005102320218507857,0.0005612440737803546,5.1012051929569123e-05,0.0005484200308922559
pure_thf,1,separated,li0_diabatic,50,thf,0.0003533840744331674,0.00048751610322102993,0.00013413202878786266,0.00047637669398997235
pure_thf,1,separated,li0_diabatic,59,thf,0.0003389048578909716,0.00037986678878182054,4.09619308908489e-05,0.0003711870926947152
pure_thf,1,separated,li0_diabatic,37,thf,0.00016422328809664752,0.00028395345023310566,0.00011973016213645813,0.0002774653082746784
pure_thf,1,separated,li0_diabatic,12,thf,0.00012072920970970913,0.00022626713008031503,0.00010553792037060594,0.00022109708104839858
pure_thf,1,separated,li0_diabatic,25,thf,0.00012730757915093202,0.00021239857766090387,8.509099850997193e-05,0.0002075454155580991
pure_thf,1,separated,li0_diabatic,41,thf,9.340244979863907e-05,0.00021044485154508567,0.0001170424017464465,0.00020563633074661053
pure_thf,1,separated,li0_diabatic,5,thf,0.00011277889397573254,0.000209516251874542,9.673735789880961e-05,0.00020472894894286894
pure_thf,1,separated,li0_diabatic,11,thf,9.255956426901508e-05,0.00020225300667392227,0.00010969344240490725,0.0001976316639230528
pure_thf,1,separated,li0_diabatic,10,thf,0.0001616002385093122,0.00018843676793822166,2.68365294289094e-05,0.00018413111678460223
pure_thf,1,separated,li0_diabatic,63,thf,0.00012589332004317455,0.00016811158902168568,4.22182689785111e-05,0.0001642703542927748
pure_thf,1,separated,li0_diabatic,2,thf,0.0001178096439098438,0.00016588493003805022,4.8075286128206485e-05,0.00016209457294266333
pure_thf,1,separated,li0_diabatic,56,thf,9.622889771772396e-05,0.0001629064859288273,6.66775882111034e-05,0.00015918418424245204
pure_thf,1,separated,li0_diabatic,31,thf,2.1119123442758598e-05,0.0001572313043193826,0.00013611218087662412,0.00015363867664785628
pure_thf,1,separated,li0_diabatic,27,thf,5.915613550893339e-05,0.0001562624051044393,9.710626959550594e-05,0.00015269191611671766
pure_thf,1,separated,li0_diabatic,4,thf,7.060533713287791e-05,0.00015312129855728817,8.251596142441032e-05,0.0001496225817039348
pure_thf,1,separated,li0_diabatic,47,thf,2.3864516146730513e-05,0.00014319978216813128,0.00011933526602140085,0.00013992776517252878
pure_thf,1,separated,li0_diabatic,51,thf,6.127063461754329e-05,0.00011765478078421922,5.6384146166675966e-05,0.00011496644958349253
pure_thf,1,separated,li0_diabatic,46,thf,6.0882102670139335e-05,0.0001174818182692091,5.6599715599069745e-05,0.00011479743914354947
pure_thf,1,separated,li0_diabatic,61,thf,3.072885366978403e-05,0.00011265168900651101,8.192283533672704e-05,0.00011007767502805496
pure_thf,1,separated,li0_diabatic,8,thf,3.564709035432017e-05,0.00010736520467425394,7.171811431993379e-05,0.00010491198324394451
pure_thf,1,separated,li0_diabatic,53,thf,1.2888644064921155e-05,9.139341468122398e-05,7.850477061630283e-05,8.930513771881906e-05
pure_thf,1,separated,li0_diabatic,6,thf,2.0355775706823947e-05,8.745041517136954e-05,6.70946394645456e-05,8.545223304859746e-05
pure_thf,1,separated,li0_diabatic,40,thf,7.013975733248962e-06,7.941725987596842e-05,7.240328414271944e-05,7.760262985262624e-05
pure_thf,1,separated,li0_diabatic,19,thf,8.433682278044256e-06,6.767802631428839e-05,5.9244344036244125e-05,6.613162974177693e-05
pure_thf,1,separated,li0_diabatic,18,thf,1.581229073074562e-05,6.489820439383664e-05,4.9085913663091035e-05,6.341532484928956e-05
pure_thf,1,separated,li0_diabatic,13,thf,1.720409159664972e-05,5.533655375917439e-05,3.813246216252468e-05,5.4072151386232895e-05
pure_thf,1,separated,li0_diabatic,17,thf,1.5904296947578088e-05,4.8013541897493155e-05,3.2109244949915054e-05,4.6916465332647424e-05
pure_thf,1,separated,li0_diabatic,20,thf,1.0761646477439145e-05,4.733490708498782e-05,3.657326060754866e-05,4.625333686105061e-05
pure_thf,1,separated,li0_diabatic,9,thf,6.849803208883664e-07,4.714354119608386e-05,4.6458560875195526e-05,4.606634355170921e-05
pure_thf,1,separated,li0_diabatic,49,thf,1.4237793643583987e-05,4.692113600763193e-05,3.268334236404796e-05,4.584902016956667e-05
pure_thf,1,separated,li0_diabatic,1,thf,-4.0258870813677664e-07,4.567032728571004e-05,4.6072915993846835e-05,4.46267915707037e-05
pure_thf,1,separated,li0_diabatic,45,thf,2.252620873474053e-06,4.487115899192177e-05,4.2618538118447735e-05,4.384588372536047e-05
pure_thf,1,separated,li0_diabatic,22,thf,2.436488919156537e-05,4.239480240828246e-05,1.8029913216717097e-05,4.1426110194475573e-05
pure_thf,1,separated,li0_diabatic,35,thf,2.7552887593907707e-06,4.098158430262128e-05,3.822629554323052e-05,4.0045183155114956e-05
pure_thf,1,separated,li0_diabatic,32,thf,2.451296612358718e-06,4.0199808882254206e-05,3.774851226989549e-05,3.928127076794148e-05
pure_thf,1,separated,li0_diabatic,58,thf,1.0501014143801183e-05,3.9890014616313205e-05,2.9389000472512003e-05,3.8978555088908586e-05
pure_thf,1,separated,li0_diabatic,16,thf,-7.376045748543994e-08,3.690873505103132e-05,3.69824955085168e-05,3.6065395720868286e-05
pure_thf,1,separated,li0_diabatic,57,thf,4.911125939656958e-06,3.52391202393701e-05,3.0327994299713134e-05,3.4433930464724204e-05
pure_thf,1,separated,li0_diabatic,3,thf,1.1742056401423702e-06,3.143551982744747e-05,3.026131418730508e-05,3.071723971847187e-05
pure_thf,1,separated,li0_diabatic,64,thf,1.3870306750437725e-05,2.7483751174158765e-05,1.361344442372104e-05,2.6855766273740593e-05
pure_thf,1,separated,li0_diabatic,38,thf,-2.7959862971124747e-06,2.2545966536774588e-05,2.5341952833887048e-05,2.2030806635176433e-05
pure_thf,1,separated,li_plus_e_diabatic,28,thf,0.10030292136431707,0.10485052357838455,0.004547602214067491,0.1027658519320402
pure_thf,1,separated,li_plus_e_diabatic,54,thf,0.07686856399664362,0.07963034210121485,0.0027617781045712565,0.07804710616970324
pure_thf,1,separated,li_plus_e_diabatic,42,thf,0.06570110004170752,0.06887015464530964,0.0031690546036021103,0.06750085620245451
pure_thf,1,separated,li_plus_e_diabatic,21,thf,0.05130790207646365,0.0528822626340106,0.0015743605575469417,0.05183084057386951
pure_thf,1,separated,li_plus_e_diabatic,48,thf,0.049369954407407705,0.0514386327679051,0.002068678360497391,0.05041591341850857
pure_thf,1,separated,li_plus_e_diabatic,62,thf,0.030596366493421456,0.031772391793163185,0.001176025299741743,0.03114068293709596
pure_thf,1,separated,li_plus_e_diabatic,26,thf,0.02570922218126914,0.026490882471582586,0.0007816602903134434,0.02596418227314377
pure_thf,1,separated,li_plus_e_diabatic,15,thf,0.02178019893520405,0.02225296659129409,0.00047276765609004164,0.021810525991889373
pure_thf,1,separated,li_plus_e_diabatic,30,thf,0.021598581628743282,0.02218383006487427,0.0005852484361310021,0.02174276406000123
pure_thf,1,separated,li_plus_e_diabatic,6,thf,0.0156160317084316,0.015989327127226727,0.00037329541879512016,0.015671422211078787
pure_thf,1,separated,li_plus_e_diabatic,37,thf,0.014683162996538738,0.01502890055439532,0.00034573755785657646,0.01473009114656194
pure_thf,1,separated,li_plus_e_diabatic,41,thf,0.012261596669243114,0.012552856710815094,0.00029126004157198023,0.01230327679864521
pure_thf,1,separated,li_plus_e_diabatic,50,thf,0.012114982457552492,0.012425416457707096,0.00031043400015460626,0.012178370353411414
pure_thf,1,separated,li_plus_e_diabatic,61,thf,0.006604995584985307,0.006753646780513786,0.00014865119552847684,0.006619368615062027
pure_thf,1,separated,li_plus_e_diabatic,39,thf,0.006014331029156248,0.006143039998582891,0.0001287089694266414,0.006020902112472754
pure_thf,1,separated,li_plus_e_diabatic,31,thf,0.005671201425588454,0.0057801502940327005,0.00010894886844424768,0.005665227497099114
pure_thf,1,separated,li_plus_e_diabatic,43,thf,0.004923933279989826,0.005028252637037624,0.00010431935704780028,0.004928279309815732
pure_thf,1,separated,li_plus_e_diabatic,5,thf,0.0028782429647087335,0.0029142175207948506,3.5974556086115596e-05,0.0028562761159306276
pure_thf,1,separated,li_plus_e_diabatic,44,thf,0.0012251624647206566,0.0012731905075221534,4.80280428014963e-05,0.00124787652662017
pure_thf,1,separated,li_plus_e_diabatic,46,thf,0.000926003474704431,0.0009492645352297201,2.3261060525289092e-05,0.0009303909541169444
pure_thf,1,separated,li_plus_e_diabatic,60,thf,0.0009142638040082758,0.0009317416113810866,1.7477807372810716e-05,0.0009132164266449966
pure_thf,1,separated,li_plus_e_diabatic,27,thf,0.0008854423342204844,0.0009243790910037674,3.893675678328309e-05,0.0009060002902527296
pure_thf,1,separated,li_plus_e_diabatic,36,thf,0.0008567674445713082,0.0008912390384528803,3.4471593881572055e-05,0.0008735191388265426
pure_thf,1,separated,li_plus_e_diabatic,55,thf,0.0007377194619322168,0.0007617398564514559,2.4020394519238896e-05,0.0007465947009821308
pure_thf,1,separated,li_plus_e_diabatic,49,thf,0.0006428707748739427,0.0006600711319268757,1.720035705293302e-05,0.0006469473865574053
pure_thf,1,separated,li_plus_e_diabatic,12,thf,0.000617315047022217,0.0006485141751111945,3.119912808897724e-05,0.0006356202088536392
pure_thf,1,separated,li_plus_e_diabatic,47,thf,0.0005365345563743735,0.0005618700006113527,2.5335444236979048e-05,0.0005506987215444407
